id_encuesta,fecha,area_servicio,genero,tipo_cliente,turno,satisfaccion_general,amabilidad_personal,tiempo_espera,calidad_servicio,limpieza_instalaciones,claridad_informacion,resolucion_problema,probabilidad_recomendar,edad_cliente,tiempo_atencion_minutos
270,2025-11-30,Farmacia,Masculino,Frecuente,Noche,9,7,7,9,8,8,9,10,33,12
271,2025-11-30,Movilización,Femenino,Nuevo,Tarde,4,6,6,3,4,5,5,6,44,18
272,2025-11-30,Farmacia,Femenino,Frecuente,Noche,4,6,6,7,7,6,8,4,66,14
273,2025-12-01,Planta de alimentos,Masculino,Nuevo,Tarde,6,7,5,5,6,5,6,7,22,9
274,2025-12-01,Movilización,Masculino,Nuevo,Tarde,6,7,7,4,6,3,3,6,48,19
275,2025-12-01,Planta de alimentos,Femenino,Frecuente,Mañana,8,8,7,7,7,7,7,7,43,5
276,2025-12-01,Planta de alimentos,Femenino,Nuevo,Mañana,7,9,7,8,6,8,9,8,39,2
277,2025-12-02,Movilización,Masculino,Frecuente,Mañana,7,4,8,6,8,8,8,5,56,14
278,2025-12-02,Farmacia,Masculino,Frecuente,Tarde,8,7,6,6,7,8,7,8,41,4
279,2025-12-02,Planta de alimentos,Femenino,Frecuente,Mañana,9,9,8,9,10,8,8,8,74,2
280,2025-12-02,Movilización,Femenino,Frecuente,Tarde,6,9,9,8,7,9,6,6,30,17
281,2025-12-02,Farmacia,Femenino,Frecuente,Noche,6,7,5,7,7,6,8,6,26,10
282,2025-12-02,Movilización,Femenino,Frecuente,Tarde,7,7,7,7,9,8,7,5,31,20
283,2025-12-02,Movilización,Femenino,Frecuente,Mañana,8,8,7,10,9,9,10,9,43,14
284,2025-12-02,Movilización,Femenino,Nuevo,Mañana,7,7,5,5,4,5,6,4,51,19
285,2025-12-02,Movilización,Masculino,Frecuente,Tarde,8,8,7,9,8,8,5,7,50,16
286,2025-12-03,Planta de alimentos,Femenino,Nuevo,Mañana,6,6,9,7,6,8,7,6,26,4
287,2025-12-03,Movilización,Femenino,Frecuente,Mañana,8,7,7,8,8,7,9,8,47,9
288,2025-12-03,Farmacia,Masculino,Nuevo,Tarde,6,7,6,6,6,7,6,7,53,14
289,2025-12-03,Movilización,Femenino,Frecuente,Tarde,7,8,6,9,7,5,8,5,26,24
290,2025-12-03,Farmacia,Femenino,Frecuente,Tarde,5,7,5,7,7,6,6,5,60,11
291,2025-12-03,Farmacia,Femenino,Frecuente,Mañana,9,7,7,9,8,10,8,8,30,9
292,2025-12-03,Farmacia,Masculino,Nuevo,Mañana,6,7,5,6,8,6,6,5,43,10
293,2025-12-03,Planta de alimentos,Femenino,Frecuente,Mañana,10,10,10,10,10,10,9,9,55,6
294,2025-12-03,Planta de alimentos,Femenino,Frecuente,Tarde,10,10,8,7,8,8,9,10,36,4
295,2025-12-03,Movilización,Femenino,Frecuente,Mañana,9,8,9,9,10,7,8,10,18,8
296,2025-12-03,Planta de alimentos,Masculino,Nuevo,Tarde,7,8,4,5,8,5,7,6,46,7
297,2025-12-03,Movilización,Masculino,Frecuente,Noche,8,8,8,8,8,6,7,9,29,15
298,2025-12-04,Movilización,Otro,Frecuente,Tarde,6,8,5,9,8,6,8,6,48,12
299,2025-12-04,Planta de alimentos,Femenino,Frecuente,Noche,6,9,8,9,7,8,5,5,37,9
300,2025-12-04,Farmacia,Masculino,Frecuente,Mañana,5,5,4,6,6,7,6,4,65,11
301,2025-12-04,Farmacia,Masculino,Frecuente,Tarde,7,9,7,9,8,7,6,7,42,3
302,2025-12-04,Farmacia,Femenino,Nuevo,Mañana,9,7,9,10,8,8,8,8,39,15
303,2025-12-04,Movilización,Masculino,Nuevo,Mañana,7,7,6,5,7,8,7,7,49,16
304,2025-12-04,Planta de alimentos,Femenino,Frecuente,Noche,5,9,5,6,8,6,7,5,48,12
305,2025-12-04,Movilización,Femenino,Frecuente,Tarde,5,4,3,3,5,4,4,4,62,17
306,2025-12-05,Movilización,Femenino,Nuevo,Tarde,3,7,6,5,5,6,6,4,30,17
307,2025-12-05,Farmacia,Masculino,Frecuente,Noche,7,8,5,6,6,6,7,6,68,10
308,2025-12-05,Farmacia,Masculino,Nuevo,Mañana,6,7,6,6,8,7,6,6,42,9
309,2025-12-05,Farmacia,Masculino,Nuevo,Tarde,7,5,7,7,8,5,7,6,20,10
310,2025-12-05,Farmacia,Otro,Frecuente,Noche,6,6,5,6,9,7,6,6,28,10
311,2025-12-05,Farmacia,Femenino,Nuevo,Tarde,6,8,6,8,6,7,7,6,58,11
312,2025-12-05,Planta de alimentos,Masculino,Frecuente,Tarde,5,7,7,5,7,6,7,4,41,2
313,2025-12-05,Movilización,Otro,Nuevo,Tarde,3,4,7,4,3,4,5,4,26,19
314,2025-12-05,Farmacia,Masculino,Frecuente,Tarde,8,5,6,7,6,5,6,8,23,13
315,2025-12-05,Movilización,Masculino,Nuevo,Mañana,7,5,7,6,8,6,6,5,57,15
316,2025-12-06,Farmacia,Otro,Frecuente,Tarde,10,9,7,9,8,9,10,10,25,6
317,2025-12-06,Planta de alimentos,Femenino,Frecuente,Mañana,9,10,8,10,8,8,8,8,43,3
318,2025-12-06,Farmacia,Masculino,Frecuente,Tarde,8,8,7,7,5,8,7,8,45,7
319,2025-12-06,Planta de alimentos,Masculino,Nuevo,Mañana,9,8,8,8,8,6,9,10,21,6
320,2025-12-06,Movilización,Masculino,Frecuente,Mañana,6,9,9,6,6,9,7,7,53,16
321,2025-12-06,Planta de alimentos,Femenino,Frecuente,Mañana,9,9,8,8,10,10,9,9,25,3
322,2025-12-06,Planta de alimentos,Femenino,Frecuente,Noche,7,7,6,7,8,7,7,8,48,5
323,2025-12-06,Movilización,Masculino,Nuevo,Mañana,7,5,6,7,7,6,5,7,74,15
324,2025-12-06,Movilización,Femenino,Frecuente,Noche,7,8,6,8,8,7,8,7,42,17
325,2025-12-06,Planta de alimentos,Masculino,Nuevo,Tarde,5,6,5,8,6,7,7,4,42,14
326,2025-12-07,Farmacia,Femenino,Frecuente,Tarde,7,6,7,9,5,9,8,7,34,11
327,2025-12-07,Farmacia,Masculino,Frecuente,Noche,9,8,6,7,6,6,7,8,42,5
328,2025-12-07,Planta de alimentos,Femenino,Nuevo,Tarde,8,6,7,7,6,9,7,8,18,7
329,2025-12-07,Movilización,Femenino,Frecuente,Mañana,7,7,5,7,8,8,7,6,52,16
330,2025-12-07,Planta de alimentos,Femenino,Frecuente,Noche,8,8,8,9,8,7,7,6,48,8
331,2025-12-07,Farmacia,Masculino,Frecuente,Mañana,6,8,7,7,8,7,5,7,63,11
332,2025-12-07,Farmacia,Masculino,Frecuente,Mañana,6,9,7,7,8,7,6,7,54,10
333,2025-12-07,Planta de alimentos,Femenino,Frecuente,Tarde,8,7,7,6,7,9,8,7,23,14
334,2025-12-07,Farmacia,Masculino,Frecuente,Noche,6,7,5,6,7,5,4,6,27,12
335,2025-12-07,Movilización,Masculino,Nuevo,Tarde,5,7,6,5,8,5,6,5,46,22
336,2025-12-07,Movilización,Masculino,Frecuente,Tarde,6,9,7,7,6,6,7,6,60,16
337,2025-12-07,Farmacia,Femenino,Frecuente,Tarde,8,9,10,9,10,10,8,9,24,8
338,2025-12-08,Farmacia,Femenino,Frecuente,Tarde,7,8,6,8,7,9,7,7,44,8
339,2025-12-08,Planta de alimentos,Femenino,Nuevo,Mañana,7,9,7,7,6,8,7,7,47,4
340,2025-12-08,Planta de alimentos,Femenino,Frecuente,Tarde,8,10,9,10,9,9,9,9,40,6
341,2025-12-08,Movilización,Femenino,Frecuente,Tarde,7,8,7,7,9,7,4,7,43,15
342,2025-12-08,Farmacia,Femenino,Frecuente,Tarde,6,7,6,8,7,6,6,5,43,10
343,2025-12-08,Planta de alimentos,Masculino,Nuevo,Tarde,5,5,5,7,8,8,7,6,40,7
344,2025-12-08,Farmacia,Masculino,Frecuente,Mañana,7,8,8,8,7,7,5,6,55,6
345,2025-12-08,Movilización,Masculino,Nuevo,Tarde,6,6,8,9,5,7,7,7,65,12
346,2025-12-08,Movilización,Femenino,Nuevo,Noche,5,6,5,7,5,5,6,3,34,17
347,2025-12-08,Farmacia,Masculino,Nuevo,Tarde,8,6,7,7,7,9,8,8,48,9
348,2025-12-08,Farmacia,Masculino,Frecuente,Mañana,10,10,10,10,10,9,10,10,47,8
349,2025-12-08,Movilización,Femenino,Nuevo,Tarde,8,6,5,9,7,6,7,7,44,12
350,2025-12-09,Planta de alimentos,Femenino,Nuevo,Mañana,9,8,7,5,8,7,7,8,59,8
351,2025-12-09,Planta de alimentos,Femenino,Frecuente,Mañana,8,10,9,9,9,8,10,9,32,10
352,2025-12-09,Farmacia,Masculino,Nuevo,Mañana,9,7,8,7,7,7,6,9,75,5
353,2025-12-09,Movilización,Femenino,Nuevo,Tarde,6,5,5,5,6,5,4,5,43,18
354,2025-12-09,Farmacia,Femenino,Nuevo,Noche,5,7,6,7,4,5,5,5,22,14
355,2025-12-09,Movilización,Femenino,Nuevo,Mañana,7,7,7,7,9,8,6,8,39,10
356,2025-12-09,Farmacia,Masculino,Frecuente,Tarde,6,8,5,7,8,7,7,5,33,9
357,2025-12-09,Movilización,Femenino,Frecuente,Noche,8,7,7,8,8,7,6,8,39,15
358,2025-12-09,Farmacia,Femenino,Nuevo,Noche,5,7,5,5,6,6,5,5,46,10
359,2025-12-09,Movilización,Femenino,Frecuente,Tarde,6,6,6,8,9,4,6,5,36,18
360,2025-12-09,Farmacia,Femenino,Frecuente,Mañana,10,10,8,7,7,8,9,10,38,4
361,2025-12-09,Movilización,Masculino,Nuevo,Noche,4,4,3,5,5,8,3,4,32,18
362,2025-12-09,Movilización,Masculino,Frecuente,Mañana,8,8,8,8,9,10,7,8,49,19
363,2025-12-09,Movilización,Masculino,Frecuente,Tarde,8,7,6,8,8,6,8,8,53,15
364,2025-12-09,Movilización,Masculino,Frecuente,Mañana,7,8,9,8,8,7,8,7,37,14
365,2025-12-09,Planta de alimentos,Femenino,Frecuente,Tarde,6,6,7,8,6,8,6,7,48,10
366,2025-12-09,Planta de alimentos,Masculino,Frecuente,Tarde,7,8,8,9,8,9,8,7,36,6
367,2025-12-10,Movilización,Femenino,Nuevo,Noche,5,6,4,6,7,7,6,6,40,16
368,2025-12-10,Movilización,Masculino,Frecuente,Tarde,7,8,9,9,9,8,10,7,33,12
369,2025-12-10,Farmacia,Masculino,Frecuente,Noche,9,9,7,7,8,8,9,9,48,4
370,2025-12-10,Movilización,Femenino,Nuevo,Mañana,6,8,7,6,5,7,7,6,32,15
371,2025-12-10,Planta de alimentos,Femenino,Frecuente,Mañana,7,8,9,10,7,9,9,7,53,7
372,2025-12-10,Movilización,Masculino,Frecuente,Mañana,8,7,9,8,9,9,10,8,50,17
373,2025-12-10,Farmacia,Masculino,Nuevo,Tarde,8,8,6,8,7,7,8,8,21,10
374,2025-12-10,Movilización,Masculino,Frecuente,Mañana,7,7,8,7,7,9,8,6,31,10
375,2025-12-10,Farmacia,Masculino,Frecuente,Mañana,10,9,9,8,8,9,9,9,33,8
376,2025-12-10,Movilización,Femenino,Frecuente,Tarde,7,9,8,6,8,5,7,7,44,15
377,2025-12-10,Farmacia,Masculino,Frecuente,Noche,9,8,6,7,7,9,9,10,53,9
378,2025-12-10,Farmacia,Femenino,Nuevo,Noche,5,8,6,6,7,7,5,4,39,13
379,2025-12-11,Movilización,Femenino,Frecuente,Tarde,4,7,5,6,5,5,5,4,31,18
380,2025-12-11,Planta de alimentos,Femenino,Frecuente,Noche,9,6,8,9,9,9,7,10,53,4
381,2025-12-11,Movilización,Femenino,Nuevo,Mañana,3,5,2,4,4,4,3,2,38,19
382,2025-12-11,Movilización,Masculino,Frecuente,Tarde,5,6,5,7,7,7,6,5,37,13
383,2025-12-11,Farmacia,Masculino,Nuevo,Tarde,8,8,7,9,9,7,6,7,45,5
384,2025-12-12,Movilización,Masculino,Nuevo,Tarde,5,4,5,8,5,6,6,4,46,15
385,2025-12-12,Farmacia,Femenino,Frecuente,Mañana,9,8,9,6,9,7,7,9,49,11
386,2025-12-12,Planta de alimentos,Masculino,Nuevo,Mañana,7,7,7,8,7,5,8,7,18,11
387,2025-12-12,Farmacia,Masculino,Nuevo,Mañana,6,8,8,5,5,5,8,5,36,11
388,2025-12-12,Movilización,Femenino,Nuevo,Noche,5,6,5,7,6,4,5,5,48,21
389,2025-12-12,Planta de alimentos,Masculino,Nuevo,Tarde,9,7,8,6,8,8,10,9,18,4
390,2025-12-12,Farmacia,Masculino,Frecuente,Mañana,7,7,6,8,8,8,8,8,25,15
391,2025-12-12,Movilización,Femenino,Frecuente,Tarde,6,7,5,7,8,7,7,5,34,10
392,2025-12-13,Farmacia,Femenino,Frecuente,Mañana,10,8,8,9,9,9,8,9,45,4
393,2025-12-13,Movilización,Masculino,Frecuente,Noche,6,5,5,6,6,7,5,5,18,14
394,2025-12-13,Farmacia,Otro,Frecuente,Noche,7,10,7,9,9,8,8,8,60,2
395,2025-12-13,Movilización,Femenino,Frecuente,Noche,8,7,7,9,7,6,7,7,54,13
396,2025-12-14,Farmacia,Masculino,Nuevo,Tarde,9,7,5,8,8,9,8,9,50,6
397,2025-12-14,Farmacia,Masculino,Frecuente,Noche,9,7,8,7,8,6,6,9,47,6
398,2025-12-14,Movilización,Femenino,Frecuente,Noche,6,5,5,6,6,7,6,6,41,17
399,2025-12-14,Planta de alimentos,Masculino,Nuevo,Mañana,6,9,9,6,8,8,8,6,34,7
400,2025-12-14,Movilización,Femenino,Nuevo,Tarde,8,8,7,8,8,7,6,8,55,8
401,2025-12-14,Planta de alimentos,Masculino,Nuevo,Tarde,4,6,5,5,6,6,5,4,44,11
402,2025-12-14,Planta de alimentos,Masculino,Nuevo,Tarde,8,7,5,8,8,7,6,9,50,7
403,2025-12-15,Movilización,Femenino,Nuevo,Noche,6,7,7,8,6,6,7,7,39,19
404,2025-12-15,Farmacia,Masculino,Frecuente,Tarde,7,7,9,8,7,6,8,6,47,11
405,2025-12-15,Movilización,Femenino,Frecuente,Noche,8,9,6,6,7,7,8,8,38,17
406,2025-12-15,Farmacia,Masculino,Frecuente,Tarde,7,5,9,7,8,6,6,6,33,13
407,2025-12-15,Farmacia,Masculino,Frecuente,Mañana,9,9,8,9,8,10,9,9,57,10
408,2025-12-15,Movilización,Masculino,Frecuente,Tarde,6,6,6,5,9,7,7,6,51,16
409,2025-12-15,Movilización,Masculino,Nuevo,Tarde,6,8,8,7,7,7,6,6,57,15
410,2025-12-15,Planta de alimentos,Femenino,Nuevo,Tarde,7,7,7,9,7,6,6,6,68,2
411,2025-12-16,Farmacia,Femenino,Frecuente,Tarde,7,8,7,7,6,6,7,8,24,11
412,2025-12-16,Movilización,Masculino,Frecuente,Tarde,8,7,6,7,9,6,8,8,22,17
413,2025-12-16,Planta de alimentos,Masculino,Frecuente,Mañana,10,10,8,8,9,8,9,10,31,5
414,2025-12-16,Farmacia,Femenino,Nuevo,Noche,6,8,7,7,7,6,5,5,32,9
415,2025-12-16,Planta de alimentos,Masculino,Nuevo,Noche,4,5,4,5,5,4,4,4,38,10
416,2025-12-16,Farmacia,Masculino,Nuevo,Noche,8,8,8,8,6,7,7,8,37,8
417,2025-12-16,Movilización,Femenino,Frecuente,Tarde,10,8,8,7,7,8,6,10,36,13
418,2025-12-16,Farmacia,Femenino,Frecuente,Noche,9,7,8,7,8,7,8,9,29,8
419,2025-12-16,Farmacia,Femenino,Frecuente,Tarde,9,8,9,9,9,7,6,9,75,10
420,2025-12-16,Farmacia,Masculino,Frecuente,Noche,8,8,8,8,10,9,8,8,49,12
421,2025-12-16,Movilización,Masculino,Frecuente,Tarde,5,7,9,7,7,7,7,5,25,17
422,2025-12-16,Movilización,Femenino,Frecuente,Mañana,6,7,9,8,5,9,8,7,44,12
423,2025-12-17,Movilización,Masculino,Frecuente,Mañana,8,7,6,8,6,8,5,9,69,14
424,2025-12-17,Movilización,Masculino,Nuevo,Tarde,6,6,7,6,4,5,7,7,18,16
425,2025-12-17,Movilización,Femenino,Nuevo,Tarde,4,6,7,3,4,4,4,4,32,9
426,2025-12-17,Planta de alimentos,Femenino,Frecuente,Mañana,7,8,8,7,8,7,7,6,53,2
427,2025-12-17,Farmacia,Otro,Frecuente,Mañana,8,9,8,8,8,8,6,7,45,8
428,2025-12-17,Planta de alimentos,Femenino,Frecuente,Mañana,8,8,9,8,9,10,8,7,30,2
429,2025-12-17,Planta de alimentos,Femenino,Nuevo,Mañana,10,7,8,9,8,10,6,10,56,7
430,2025-12-17,Movilización,Masculino,Frecuente,Mañana,7,8,7,8,8,5,6,7,35,12
431,2025-12-17,Planta de alimentos,Femenino,Frecuente,Mañana,8,8,7,8,9,8,7,7,57,2
432,2025-12-17,Planta de alimentos,Masculino,Nuevo,Mañana,9,9,8,9,8,9,10,10,36,2
433,2025-12-17,Movilización,Masculino,Nuevo,Tarde,7,6,5,6,6,6,7,8,41,20
434,2025-12-17,Planta de alimentos,Femenino,Nuevo,Mañana,6,7,8,8,8,6,6,6,24,12
435,2025-12-17,Movilización,Femenino,Frecuente,Noche,8,8,9,8,9,9,8,7,36,17
436,2025-12-17,Planta de alimentos,Femenino,Nuevo,Mañana,7,8,7,7,10,7,8,7,45,2
437,2025-12-17,Planta de alimentos,Femenino,Frecuente,Tarde,7,8,8,7,6,8,8,7,28,8
438,2025-12-17,Planta de alimentos,Femenino,Frecuente,Noche,8,8,7,7,9,8,9,7,54,3
439,2025-12-18,Planta de alimentos,Masculino,Nuevo,Tarde,8,6,6,8,9,6,8,7,35,2
440,2025-12-18,Movilización,Masculino,Nuevo,Tarde,8,9,6,9,8,6,8,8,44,17
441,2025-12-18,Movilización,Masculino,Nuevo,Tarde,6,7,4,6,5,6,6,6,27,15
442,2025-12-18,Planta de alimentos,Masculino,Frecuente,Mañana,8,9,7,8,9,10,8,7,31,3
443,2025-12-18,Farmacia,Masculino,Nuevo,Tarde,7,5,6,7,7,7,7,7,47,11
444,2025-12-18,Farmacia,Masculino,Nuevo,Noche,6,7,6,6,8,9,8,6,51,14
445,2025-12-18,Movilización,Masculino,Frecuente,Mañana,7,6,7,9,7,9,6,7,27,12
446,2025-12-18,Movilización,Femenino,Nuevo,Tarde,6,6,6,9,6,6,6,6,68,11
447,2025-12-18,Planta de alimentos,Masculino,Nuevo,Mañana,10,10,9,10,9,8,8,8,36,2
448,2025-12-19,Farmacia,Femenino,Frecuente,Tarde,8,8,8,7,9,8,8,8,75,11
449,2025-12-19,Farmacia,Masculino,Frecuente,Mañana,7,9,8,7,9,7,7,6,42,13
450,2025-12-19,Planta de alimentos,Femenino,Frecuente,Noche,9,8,8,6,7,7,9,8,33,2
451,2025-12-19,Movilización,Femenino,Nuevo,Tarde,5,4,4,6,5,6,6,4,32,15
452,2025-12-19,Farmacia,Masculino,Frecuente,Mañana,8,9,7,8,9,9,8,8,38,4
453,2025-12-19,Planta de alimentos,Femenino,Frecuente,Noche,7,8,7,7,9,8,6,7,34,5
454,2025-12-19,Movilización,Femenino,Frecuente,Tarde,10,9,9,9,7,7,8,10,27,9
455,2025-12-19,Planta de alimentos,Masculino,Frecuente,Tarde,10,10,8,9,8,8,8,10,54,2
456,2025-12-19,Planta de alimentos,Femenino,Frecuente,Mañana,8,8,7,7,9,6,7,8,56,2
457,2025-12-19,Movilización,Femenino,Nuevo,Tarde,6,9,6,7,6,7,7,5,40,17
458,2025-12-20,Farmacia,Femenino,Frecuente,Mañana,8,7,6,7,9,8,6,9,44,6
459,2025-12-20,Farmacia,Masculino,Frecuente,Tarde,8,7,6,6,6,6,7,7,31,6
460,2025-12-20,Planta de alimentos,Masculino,Frecuente,Mañana,9,10,8,9,10,9,9,9,75,10
461,2025-12-20,Farmacia,Otro,Nuevo,Mañana,6,7,7,8,6,5,7,6,44,13
462,2025-12-21,Movilización,Masculino,Nuevo,Noche,6,5,7,5,7,7,6,5,27,18
463,2025-12-21,Farmacia,Otro,Nuevo,Mañana,6,8,5,8,6,8,7,6,18,12
464,2025-12-21,Movilización,Femenino,Frecuente,Tarde,6,8,8,7,6,7,9,5,49,17
465,2025-12-21,Farmacia,Femenino,Frecuente,Noche,10,10,7,9,8,9,10,10,50,5
466,2025-12-21,Farmacia,Femenino,Frecuente,Mañana,8,9,7,7,8,8,8,9,52,10
467,2025-12-21,Farmacia,Femenino,Frecuente,Mañana,6,7,6,6,6,8,6,6,58,13
468,2025-12-21,Movilización,Masculino,Nuevo,Tarde,7,6,7,6,5,6,6,7,50,22
469,2025-12-21,Farmacia,Femenino,Frecuente,Tarde,5,7,8,7,7,7,8,6,49,11
470,2025-12-21,Movilización,Masculino,Frecuente,Tarde,8,8,8,7,8,6,7,8,39,16
471,2025-12-21,Planta de alimentos,Femenino,Nuevo,Tarde,6,6,5,4,6,5,4,5,33,12
472,2025-12-21,Planta de alimentos,Otro,Frecuente,Tarde,9,9,10,10,10,8,8,9,18,6
473,2025-12-22,Planta de alimentos,Femenino,Frecuente,Tarde,9,8,7,9,9,7,9,10,37,3
474,2025-12-22,Farmacia,Masculino,Nuevo,Mañana,6,5,6,5,4,8,6,5,18,10
475,2025-12-22,Farmacia,Masculino,Frecuente,Noche,5,6,4,7,7,5,8,7,42,9
476,2025-12-22,Movilización,Femenino,Frecuente,Mañana,7,9,8,9,6,9,8,6,39,13
477,2025-12-22,Movilización,Femenino,Frecuente,Tarde,10,9,9,7,8,8,8,10,18,13
478,2025-12-22,Farmacia,Femenino,Frecuente,Noche,6,6,6,5,5,7,8,5,27,7
479,2025-12-22,Farmacia,Femenino,Frecuente,Mañana,8,8,9,7,7,8,7,8,29,13
480,2025-12-23,Planta de alimentos,Femenino,Frecuente,Mañana,8,7,9,9,9,7,10,8,45,2
481,2025-12-23,Farmacia,Femenino,Frecuente,Mañana,6,7,5,7,8,8,7,6,51,11
482,2025-12-23,Planta de alimentos,Femenino,Frecuente,Mañana,7,7,9,10,7,9,7,6,50,2
483,2025-12-23,Planta de alimentos,Femenino,Frecuente,Mañana,8,7,5,9,8,7,6,7,49,6
484,2025-12-23,Farmacia,Femenino,Frecuente,Tarde,8,10,8,6,8,8,8,6,40,10
485,2025-12-23,Movilización,Femenino,Nuevo,Mañana,6,6,6,5,6,4,4,5,55,14
486,2025-12-23,Movilización,Femenino,Nuevo,Tarde,7,8,6,5,7,8,7,7,29,21
487,2025-12-23,Farmacia,Femenino,Nuevo,Mañana,6,5,5,5,8,7,4,6,28,7
488,2025-12-23,Farmacia,Masculino,Frecuente,Mañana,5,7,8,7,6,8,4,5,67,6
489,2025-12-23,Farmacia,Masculino,Frecuente,Noche,6,5,6,4,7,5,6,5,36,14
490,2025-12-23,Planta de alimentos,Femenino,Frecuente,Mañana,9,8,10,9,8,8,8,10,59,6
491,2025-12-23,Movilización,Femenino,Frecuente,Mañana,8,9,7,8,7,7,7,9,39,12
492,2025-12-24,Farmacia,Femenino,Frecuente,Tarde,8,6,8,7,7,5,8,8,42,3
493,2025-12-24,Farmacia,Femenino,Nuevo,Tarde,7,6,8,5,7,7,5,6,54,6
494,2025-12-24,Farmacia,Masculino,Nuevo,Noche,7,8,6,6,8,7,5,8,38,7
495,2025-12-24,Movilización,Masculino,Frecuente,Mañana,8,6,7,7,7,5,7,10,48,14
496,2025-12-24,Planta de alimentos,Femenino,Frecuente,Mañana,9,7,10,8,10,9,7,8,31,2
497,2025-12-24,Planta de alimentos,Femenino,Nuevo,Mañana,6,7,6,7,8,6,9,6,72,13
498,2025-12-24,Movilización,Masculino,Frecuente,Mañana,7,8,7,7,9,8,7,7,27,15
499,2025-12-24,Movilización,Masculino,Frecuente,Tarde,7,6,5,6,6,6,6,7,43,14
500,2025-12-24,Planta de alimentos,Femenino,Frecuente,Noche,7,7,8,7,9,9,7,8,33,5
501,2025-12-24,Farmacia,Masculino,Frecuente,Tarde,6,6,7,9,7,5,9,8,53,12
502,2025-12-24,Movilización,Femenino,Nuevo,Mañana,8,6,6,8,9,6,7,7,44,11
503,2025-12-24,Planta de alimentos,Femenino,Frecuente,Noche,9,7,8,8,9,10,8,7,50,5
504,2025-12-24,Movilización,Masculino,Frecuente,Mañana,7,8,8,8,7,8,9,6,35,14
505,2025-12-24,Farmacia,Femenino,Frecuente,Tarde,7,7,8,8,10,9,7,7,34,9
506,2025-12-25,Farmacia,Masculino,Frecuente,Mañana,7,10,7,7,8,7,8,7,19,10
507,2025-12-25,Farmacia,Masculino,Frecuente,Tarde,6,6,7,7,8,9,6,7,32,16
508,2025-12-25,Farmacia,Femenino,Frecuente,Mañana,9,8,8,8,9,7,8,9,29,10
509,2025-12-25,Farmacia,Femenino,Frecuente,Tarde,6,7,6,6,6,7,6,7,45,8
510,2025-12-25,Farmacia,Masculino,Frecuente,Mañana,8,10,8,7,9,10,9,8,18,7
511,2025-12-25,Movilización,Femenino,Frecuente,Tarde,7,8,4,10,9,9,8,6,44,16
512,2025-12-25,Movilización,Masculino,Nuevo,Mañana,7,4,6,5,7,4,7,8,39,17
513,2025-12-25,Farmacia,Femenino,Frecuente,Mañana,8,7,8,7,8,9,9,7,46,7
514,2025-12-25,Movilización,Femenino,Frecuente,Mañana,8,10,10,10,9,9,10,8,51,11
515,2025-12-25,Farmacia,Femenino,Nuevo,Tarde,9,9,6,9,8,7,9,9,38,11
516,2025-12-25,Movilización,Femenino,Nuevo,Noche,8,8,5,5,6,6,4,8,29,14
517,2025-12-26,Movilización,Masculino,Nuevo,Noche,8,6,7,8,8,8,6,9,49,18
518,2025-12-26,Movilización,Femenino,Nuevo,Mañana,6,6,5,8,6,8,7,6,32,14
519,2025-12-26,Farmacia,Masculino,Frecuente,Mañana,8,8,9,10,8,9,8,8,25,5
520,2025-12-26,Farmacia,Masculino,Frecuente,Mañana,8,9,8,6,9,8,8,9,35,7
521,2025-12-26,Movilización,Femenino,Frecuente,Mañana,7,7,6,7,9,6,7,7,20,21
522,2025-12-26,Movilización,Femenino,Frecuente,Tarde,5,6,5,8,7,5,6,6,33,15
523,2025-12-26,Planta de alimentos,Femenino,Frecuente,Tarde,8,8,7,7,8,7,7,8,75,2
524,2025-12-27,Movilización,Masculino,Nuevo,Mañana,6,6,5,4,6,7,6,7,44,16
525,2025-12-27,Farmacia,Femenino,Frecuente,Tarde,7,6,8,7,8,7,10,7,31,5
526,2025-12-27,Planta de alimentos,Masculino,Nuevo,Mañana,7,9,8,8,9,9,8,6,37,7
527,2025-12-27,Farmacia,Femenino,Frecuente,Tarde,9,7,6,8,9,9,5,9,68,6
528,2025-12-27,Movilización,Masculino,Nuevo,Mañana,7,8,8,8,7,5,7,8,46,12
529,2025-12-27,Farmacia,Femenino,Nuevo,Tarde,6,7,5,6,6,5,6,7,36,13
530,2025-12-27,Movilización,Femenino,Frecuente,Mañana,8,8,7,7,8,8,7,8,36,10
531,2025-12-27,Planta de alimentos,Femenino,Nuevo,Mañana,8,9,8,9,8,10,9,7,42,2
532,2025-12-27,Farmacia,Masculino,Nuevo,Mañana,5,6,7,9,8,7,9,6,57,15
533,2025-12-28,Farmacia,Femenino,Frecuente,Tarde,7,8,7,7,8,5,9,7,35,12
534,2025-12-28,Farmacia,Femenino,Frecuente,Tarde,8,9,6,10,8,7,8,8,18,8
535,2025-12-28,Planta de alimentos,Femenino,Frecuente,Tarde,8,9,8,7,9,8,7,7,29,7
536,2025-12-28,Farmacia,Femenino,Nuevo,Noche,6,7,6,7,6,6,6,7,53,9
537,2025-12-28,Movilización,Masculino,Frecuente,Tarde,7,7,7,5,8,5,6,6,33,17
538,2025-12-28,Planta de alimentos,Masculino,Nuevo,Tarde,8,7,7,6,8,7,8,8,72,2
539,2025-12-28,Farmacia,Femenino,Nuevo,Mañana,7,8,5,8,6,7,7,7,36,12
540,2025-12-28,Movilización,Masculino,Nuevo,Tarde,4,5,5,7,6,5,6,5,32,14
